"uid","level","topic","subtopic","skill","format","difficulty","time_s","stem_tex","answer_tex","distractors_tex","figure_url","tags","status","language"
"PU3E020","3e","puissance","calcul","calcul","QCM","1","30","Calculer : $3^7 / 3^3$","3^{4}","3^{10}|3^{21}|3^{3}","","flash;puissance;calcul","à valider","fr"
"PU3E021","3e","puissance","calcul","calcul","QCM","2","40","Calculer : $(2^5)^3$","2^{15}","2^{8}|2^{5}|2^{3}","","flash;puissance;calcul","à valider","fr"
"PU3E022","3e","puissance","calcul","calcul","QCM","2","40","Calculer : $4^6 / 4^2$","4^{4}","4^{8}|4^{3}|4^{2}","","flash;puissance;calcul","à valider","fr"
"PU3E023","3e","puissance","calcul","calcul","QCM","1","50","Calculer : $(5^2)^5$","5^{10}","5^{7}|5^{25}|5^{12}","","flash;puissance;calcul","à valider","fr"
"PU3E024","3e","puissance","calcul","calcul","QCM","1","50","Calculer : $6^9 / 6^4$","6^{5}","6^{13}|6^{3}|6^{4}","","flash;puissance;calcul","à valider","fr"
"PU3E025","3e","puissance","calcul","calcul","QCM","1","50","Calculer : $(3^4)^2$","3^{8}","3^{6}|3^{12}|3^{2}","","flash;puissance;calcul","à valider","fr"
"PU3E026","3e","puissance","calcul","calcul","QCM","1","40","Calculer : $8^5 \times 8^2$","8^{7}","8^{10}|8^{3}|8^{5}","","flash;puissance;calcul","à valider","fr"
"PU3E027","3e","puissance","calcul","calcul","QCM","1","30","Calculer : $2^6 / 2^2$","2^{4}","2^{8}|2^{3}|2^{2}","","flash;puissance;calcul","à valider","fr"
"PU3E028","3e","puissance","calcul","calcul","QCM","1","50","Calculer : $(7^3)^4$","7^{12}","7^{7}|7^{9}|7^{16}","","flash;puissance;calcul","à valider","fr"
"PU3E009","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $32000$ en notation scientifique.","3,2 × 10^4","32 × 10^3|3,2 × 10^3|320 × 10^2","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E010","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $0,00081$ en notation scientifique.","8,1 × 10^{-4}","81 × 10^{-5}|0,81 × 10^{-3}|8,1 × 10^{-3}","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E011","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $560000$ en notation scientifique.","5,6 × 10^5","56 × 10^4|560 × 10^3|5,6 × 10^4","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E012","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $0,0045$ en notation scientifique.","4,5 × 10^{-3}","45 × 10^{-4}|0,45 × 10^{-2}|4,5 × 10^{-2}","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E013","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $9100000$ en notation scientifique.","9,1 × 10^6","91 × 10^5|910 × 10^4|9,1 × 10^5","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E014","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $0,00012$ en notation scientifique.","1,2 × 10^{-4}","12 × 10^{-5}|0,12 × 10^{-3}|1,2 × 10^{-3}","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E015","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $670000$ en notation scientifique.","6,7 × 10^5","67 × 10^4|670 × 10^3|6,7 × 10^4","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E016","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $0,0000034$ en notation scientifique.","3,4 × 10^{-6}","34 × 10^{-7}|0,34 × 10^{-5}|3,4 × 10^{-5}","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E017","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $25000000$ en notation scientifique.","2,5 × 10^7","25 × 10^6|250 × 10^5|2,5 × 10^6","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E018","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $0,00000052$ en notation scientifique.","5,2 × 10^{-7}","52 × 10^{-8}|0,52 × 10^{-6}|5,2 × 10^{-6}","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E001","3e","puissance","calcul","calcul","QCM","2","40","Calculer : $7^8 \times 7^6$","7^{14}","7^{48}|7^{2}|7^{12}","","flash;puissance;calcul","à valider","fr"
"PU3E002","3e","puissance","calcul","calcul","QCM","2","40","Calculer : $7^8 / 7^4$","7^{4}","7^{12}|7^{2}|7^{-4}","","flash;puissance;calcul","à valider","fr"
"PU3E003","3e","puissance","calcul","calcul","QCM","2","40","Calculer : $(7^8)^{-4}$","7^{-32}","7^{4}|7^{-2}|7^{-12}","","flash;puissance;calcul","à valider","fr"
"PU3E004","3e","puissance","calcul","calcul","QCM","2","40","Calculer : $2^5 \times 2^3$","2^{8}","2^{15}|2^{2}|2^{5}","","flash;puissance;calcul","à valider","fr"
"PU3E005","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $45000$ en notation scientifique.","4,5 × 10^4","45 × 10^3|4,5 × 10^3|450 × 10^2","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E006","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $0,0072$ en notation scientifique.","7,2 × 10^{-3}","72 × 10^{-4}|0,72 × 10^{-2}|7,2 × 10^{-2}","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E007","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $1200000$ en notation scientifique.","1,2 × 10^6","12 × 10^5|120 × 10^4|1,2 × 10^5","","flash;puissance;notation_scientifique","à valider","fr"
"PU3E008","3e","puissance","notation_scientifique","calcul","QCM","2","40","Écrire $0,00056$ en notation scientifique.","5,6 × 10^{-4}","56 × 10^{-5}|0,56 × 10^{-3}|5,6 × 10^{-3}","","flash;puissance;notation_scientifique","à valider","fr"
